id,stroke
36306,0.07510922350569742
61829,0.09507955174385553
14152,0.00023058607069575786
12997,0.0012096013216163334
40801,0.010415987549375177
9348,0.04483370383453008
51550,0.006679269924920695
60512,0.003963746687718573
31309,0.03886084532472505
39199,0.04153998739176767
15160,0.00041699908351805167
21705,0.00017230710467450955
19042,0.005166035393066049
12249,0.002654286025825509
33104,0.028457466473003932
55264,0.011287997194688882
29445,0.030880775467840845
49013,0.0005179414524695918
276,0.00024352495772193128
47721,0.0027345205340430024
19656,0.028972007772551975
35806,0.0030696290829020888
70637,0.00798271992657587
62010,0.0002154818351592464
67576,0.0633507008277965
31774,0.044511947427351206
43822,0.002022413768547054
27445,0.003778422256808784
35817,0.009899675923961003
26363,0.056025611358797744
44463,0.00837594295710347
17002,0.07864516414979081
55223,0.0002041507468508496
42974,0.00027264374649101455
51133,0.00010752309956609943
16974,0.019229170247382174
27813,0.001049875331733097
65408,0.0013419963135078243
67455,0.06502409533643465
4577,0.0033580211087702928
55641,0.002375005597955143
54834,0.0001766769968085043
9699,0.0010728942373841798
61811,0.013041731504600822
63620,0.0004543509551347672
18723,0.013779399151406498
48538,0.008269717351529345
45891,0.0015995976151676997
42487,0.02303519741148404
45698,0.029058818978766873
24263,0.0028438593241348425
41707,0.013314891255409689
71360,0.003073947355149046
38487,0.011674703451891635
56093,0.00010835162830911019
56207,0.01108461797631801
68130,0.006721167226776563
60780,0.00037755048064465373
22130,0.00498440963075168
63352,0.0006258610675209864
71720,0.004150017362412579
17183,0.0036958726075623726
60719,0.0020821851350215493
43983,0.0015226605492618317
21744,0.00146314572186769
16560,0.0003877515331177323
39376,0.00048479527391915564
49579,0.0029621221306333277
9371,0.07098471897232522
28064,0.00042242909667428044
8502,0.007602899138066085
48035,0.0013219453142458424
71493,0.024554358187782295
65537,0.0050558218181951066
5028,0.01984542896419218
39532,0.005983117722560019
58889,0.0012240375196158402
60944,0.0006998486810490101
47413,0.0004179772715184985
23076,0.00026982171299200745
28829,0.0017235608461617245
10786,0.008987413677134317
21198,0.0023379616536697563
49596,0.03198439030452868
61880,0.0002564123920422799
58534,0.055659547232864766
44724,0.06108444191999036
23197,6.8544421442894e-05
72667,0.0001732195015855751
34445,0.010206678793724574
40800,0.023980190031075106
39624,0.001133635426134377
28999,0.00854575960611356
15970,0.03145214853910783
67001,0.0001971872292177932
22059,0.0013616951631324552
63097,0.015231295900152939
43552,0.00011891945633638595
42932,0.0015551067548367427
8275,0.001146842087634247
8268,0.0864897544713989
68976,0.0040614377334495175
59824,0.01900486210239713
38163,0.0003116015849929565
45895,0.006115745694540115
35842,0.0004653751982274437
64826,0.00011629161357485736
56756,0.0003076702426504978
33798,0.013790195814956507
22149,0.007106610619980555
50501,0.003699958658350404
17068,0.0005703230029763869
16498,0.00010127946342547164
67306,0.0016925716633284203
39408,0.01146053937070977
20820,0.0007282427024569912
50056,0.024767775677936147
67148,0.001723191090895841
42800,0.00011478694651304109
41777,0.04824381901706628
38995,0.0017864841705699493
34695,0.0007240634704377124
65778,0.0019396672607704362
58836,0.0007345815399324399
16182,0.008022207090648771
7579,0.013118435323323846
52338,0.00031041504461333286
65653,0.015311214774365143
2203,0.002236161464150603
65595,0.011546634274190563
39545,0.06606097790769526
12813,0.0008809209819958348
21091,0.006881293956725453
1477,0.046264491925934535
26173,0.0003935410072266091
39791,0.034924040506339876
46915,0.0011978937659604784
67454,0.0007004474561849117
70583,0.00029040957204124656
51844,0.00844708284496706
14963,0.021826654465705694
3413,0.004184828521294005
9991,0.009105244795570174
67876,0.01022652711512595
9844,0.0629450458636102
54687,0.006697174142135184
22349,0.005710501399886378
843,0.16606357396373303
44512,0.027032019198147593
65240,9.804157996250344e-05
10959,0.004596475790363891
5519,0.02353086221942887
57956,0.05226660015587053
59156,0.008359471809611508
2774,0.015248328257042844
32087,0.014345854162758402
43354,0.057348228880823915
18646,0.00048595372367599973
56977,0.0010295511589890538
44941,0.006424159102056231
69886,0.003174439044815618
69927,0.0001421057203207623
14818,0.0048129947323395286
56749,0.00029374516421468334
56821,4.2107572533093724e-05
38253,0.006279743369806047
21323,6.492568551090238e-05
53178,0.00014914529001164818
35466,0.005634291008871147
34698,6.819662348404894e-05
31815,6.069548679749846e-05
27194,0.014917917263129327
15380,0.0017433937316791417
8155,0.011752945992013535
42908,0.04827090017794854
30912,0.029814192780832003
35146,0.0011548292629927597
58210,0.03362107100529504
33549,0.019864908382835292
2276,0.00020247937300659567
20231,0.0021694936301173777
47388,0.0003626810679942044
67866,0.06993943000416901
58108,0.006104556323861775
33306,0.0003360903039261705
68765,0.04324982831344419
45271,0.14546353946039692
23875,0.0028903322339249833
34632,0.0024862203604656243
49767,0.011648909303551218
64169,0.0024951201251339167
71937,0.01668148682259307
61564,0.01320477515918736
68553,0.15303277695934325
21404,0.00018726481851063132
49781,0.017026763847906804
25481,0.0013918654421604625
7073,0.0029293540121559276
61491,0.028943630235813814
25847,0.0010986573224258552
71761,0.0012592173278551078
58606,0.017375282452114758
68786,0.00842920323349696
37325,0.01520424157634506
27430,0.007933660692029105
61231,0.0002404925018639286
65733,0.04623612227179517
48960,0.03860427905266954
40193,0.001723687032777292
43723,0.004761746430896917
35411,0.010706041343389844
21868,0.009383332632614273
15830,0.0010599481834362777
22011,0.006459511918507636
42952,0.08442443465026234
13210,0.012930467731598817
38645,0.014880572343468328
65174,0.00010420997224582384
66314,0.010220059488388583
38083,0.01835767264331549
13070,0.0007211208815576464
39348,0.0032186640005721816
7075,0.0008584265839547045
7840,0.05741069939697912
22798,0.0041431473362112045
43842,0.013605245404043988
15430,0.08312947714699602
57754,0.004738998440996392
4357,0.16866321872486853
46428,0.0035040590396346496
51078,0.0006242895679151372
46067,0.00031757653143421507
49814,0.000726505472732742
64209,0.048892725822952204
50389,0.020849927465883995
56153,0.0012307014202402545
4052,0.03443885374561036
56582,0.010190910108773139
27261,0.02423854385030801
66015,0.011632910528945061
46910,0.0005088403175331608
65455,0.013099170415359929
44343,0.003969264257040732
30500,0.037155374233389674
67064,0.03101670546925667
45386,6.27876504059182e-05
45407,0.00030457406104911645
57951,0.021047007218792293
57408,0.006991660105063497
25654,0.014164986339026311
58670,0.033822098974766686
30431,0.010947346967993819
6689,0.00016823170762204266
48622,0.0003325887099609609
46417,0.07794064214323268
45451,0.0019308320800622435
37793,0.00011525732075670742
1733,0.012431695447832942
50976,0.0017196762762360471
44545,0.0010994588419005592
25542,0.0015656634100399678
45199,0.03484126707566718
55826,0.0005975263553124009
26527,0.002308919266562459
52254,0.0012244088963751596
61358,0.012866790043954357
64704,0.021684402634797307
72179,0.0069201401900481655
67601,0.0037941307940711337
65829,0.013573762054857441
25603,0.0367958948342191
55928,0.008887427501315439
51358,0.00946501493257122
61513,0.044078196807704376
4945,0.026177524551476625
17889,0.0006678246784930448
54738,0.006448743680564003
23515,0.00019362712376537892
34112,0.01206726405992849
3897,0.00012688225571332165
1117,0.01797569858359291
120,0.138368324319716
35789,0.00300360704721912
20547,0.07122095168096738
43870,7.034616746133719e-05
62440,0.005293412563731814
57984,0.00028526443740006964
11808,9.984311493334043e-05
27581,0.03107484710806215
18175,0.028209533100928882
36103,0.0004541349036090542
39380,0.00026411735611509647
40450,0.0007462178527595951
22797,0.007286288880328022
44577,0.060099015867403925
49988,0.005558664730406899
32685,0.04300115303222788
2564,0.000555368337232062
37188,0.0021109359899684527
66881,0.023843147215462025
7967,0.0001184540184381544
38940,0.014152760054656908
32913,0.01380510240916417
9168,0.0016550324944605737
27896,0.00010368894823771712
7610,0.00016457567102604742
1752,0.022532187217584175
11078,0.034158157775720066
42067,0.010846920698557179
8205,0.018586914750887
62739,0.002684285306857279
67643,0.01202117248902797
57519,0.026997818671670448
46049,0.06959757188914086
64480,0.0022771057370706005
57704,0.004337363321358389
62988,0.023203461260406545
21330,0.038794754141852225
49580,0.0018419966588440492
44223,0.0011567040846952915
71383,0.00015227654142686088
34305,0.05022478031978426
46737,0.0008044603846849012
21692,0.05710148220061327
58457,0.014194063780886106
55793,0.0006272476729132728
54675,0.000956977319696469
811,0.01727354971142355
24677,0.05502922934352321
24103,0.012758176542932074
53850,0.04729895551713184
23545,0.00809724974327832
42719,0.04017306847006151
50245,0.0022798789336693826
1281,0.05749490867919447
43477,0.012103893641285857
70531,0.004535153837353266
22411,0.043901859906162105
60913,0.0034645590296556203
26589,0.00011106868113449775
40619,0.00014146886167341253
24853,8.461847368505033e-05
68152,0.0020291378878760247
23367,0.0017885000233220183
29938,0.0006420135748786096
56780,0.0009069337830300907
24124,0.03790973013137965
20766,0.0006751539619111184
22690,0.011871080784001552
16388,0.002902747055542962
57062,0.00018674242608661626
33949,0.0010415914796593783
50590,0.011009366138016636
1283,0.001985092373501399
23522,0.0003870358059247509
40186,0.01092431126835951
14218,0.07195848461155639
59572,0.011130076915005963
46936,0.002013421710628562
56234,0.0011347040720574254
24793,0.0013892935286408269
72091,0.03135858155147275
42379,0.030165948700663286
583,0.0064563107396848245
51913,0.012554908653865953
57964,0.0029100743953302736
41660,0.00037002703549642024
24094,0.00014206354762790857
63673,0.0019688866064800628
52407,0.000149522077840912
33883,0.0008240882958412094
29589,0.03437226063980429
34924,0.0016278718760720204
55338,0.060954658860414075
51317,0.0001660522621280147
60264,0.010880262989462082
56871,0.0022316223457577696
68987,0.005314733312676732
52584,0.016805085372421
24019,0.007069874842886781
10756,0.03821383305573446
64635,0.0005676526397615024
51914,0.0003253256163040573
26292,0.06113803802986009
47520,0.0012032108740863108
58112,0.006778373216918464
9726,0.002690112477361558
60009,0.005660373444654498
46961,0.005938900255026902
41423,0.021119740798406804
31772,0.013368545018754105
21556,0.0695782316438979
46135,8.20051765865436e-05
14007,0.0017761419678619954
52888,0.0002535809515012097
9048,0.03640818914187189
40032,0.000458160047276721
67793,0.014211045576011308
26063,0.05542885782410998
12864,0.02685169643901346
66746,0.012312553654890254
27195,9.625113242851677e-05
29263,0.010065344227915041
38798,0.0009992451215084873
37777,0.024786225528875574
57055,0.0003400979102694382
20164,0.005118436279072324
16657,0.0005508029316863977
70135,0.015300776152658723
48475,0.0013558767787648753
71940,0.00035164013284370827
67822,0.0002739734518874501
61100,0.0020992080928143564
67622,0.0002768395522712653
72603,0.05817091965650689
24347,0.006353478998130026
33665,0.0017784356410516814
58478,0.006888173426747901
37220,0.012151382048913249
45296,0.06271770603142418
38270,0.008267259811817022
2197,0.001727936790136178
69353,0.007363633158060528
48445,0.010354050736635754
29000,0.004145247925367633
8065,0.12288578208442145
68363,0.00011041506101060506
46459,0.10806340114398065
29798,0.00033923381077901406
9861,0.00899915012728189
71489,0.009419477822487973
3846,0.05239910666504185
41680,0.00026849559867008534
41077,0.004507975330494684
59658,0.0022752102777250146
2806,0.006421963529820306
31673,0.03742432016522227
50706,9.3383805907341e-05
61522,0.0784968967271309
1800,0.18468505341956268
64611,0.03241446655901635
9727,0.011327319420493436
41535,0.0277123671226297
23695,0.011695004325706323
39952,0.0009317466270471694
31662,0.05689990254894847
56956,9.075239711176205e-05
44650,0.0027036603219038366
53531,0.00020373502998393734
32779,0.0005982895108403704
60692,0.00023179628470788285
34034,0.02442398607768337
23944,0.0019482711356523742
9702,0.010453844631093761
63286,0.07791548275902101
40281,0.012269274596298726
19178,0.006258925498273968
13294,0.00012928096390580016
49942,0.006500824123665445
4873,0.00012276939251256748
30378,0.0041868992102294155
41273,0.0009449672126637486
68946,0.007328679471866946
25451,0.025204274437440225
27304,0.0008564359170828369
29476,0.0044698859913059035
56960,0.0007463146115310398
21727,0.0007048493641580117
45034,0.006578936896743068
11883,0.0008029003873430248
53080,0.053086531722187164
32093,0.006416167181397247
7319,0.0040148112383504445
46289,0.004061481612727859
6064,0.015135042389689823
40455,0.059261800635545606
33505,0.06899894435337103
43713,0.003011136603264019
67105,0.0011821843260348655
38066,0.017361166452110742
41888,0.022971713424330454
15996,0.006006781213463296
41651,0.00011649313024966392
2552,0.00013728686079833485
